ID,Department,School
EEH08,Epidemiology and Environmental Health,School of Public Health and Health Professions
ENS05,Exercise and Nutrition Sciences,School of Public Health and Health Professions
PHA17,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
PHA12,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
COM05,Communication,College of Arts and Sciences
CDS04,Communicative Disorders & Sciences,College of Arts and Sciences
MGS03,Management Science and Systems,School of Management
MDC17,Medicine,School of Medicine and Biomedical Sciences
GEO03,Geography,College of Arts and Sciences
APY07,Anthropology,College of Arts and Sciences
EE19,Electrical Engineering,School of Engineering and Applied Sciences
IE13,Industrial and Systems Engineering,School of Engineering and Applied Sciences
CSE22,Computer Science and Engineering,School of Engineering and Applied Sciences
CHE21,Chemistry,College of Arts and Sciences
IE05,Industrial and Systems Engineering,School of Engineering and Applied Sciences
CHE08,Chemistry,College of Arts and Sciences
NEU11,Neurology,School of Medicine and Biomedical Sciences
MIM13,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MDC23,Medicine,School of Medicine and Biomedical Sciences
GLY13,Geology,College of Arts and Sciences
BST10,Biostatistics,School of Public Health and Health Professions
FMM13,Family Medicine,School of Medicine and Biomedical Sciences
COM06,Communication,College of Arts and Sciences
NEU16,Neurology,School of Medicine and Biomedical Sciences
SSW12,School of Social Work,School of Social Work
MDC30,Medicine,School of Medicine and Biomedical Sciences
PEI23,Pediatrics,School of Medicine and Biomedical Sciences
LAW03,Law School,Law School
CIWM01,Center for Integrated Waste Management,School of Engineering and Applied Sciences
OBL02,Oral Biology,School of Dental Medicine
MGH01,Organization and Human Resources,School of Management
CSE28,Computer Science and Engineering,School of Engineering and Applied Sciences
RIA09,Research Institute on Addictions,Research Center and Institute
MTH09,Mathematics,College of Arts and Sciences
PSY13,Psychology,College of Arts and Sciences
PAS04,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
SNG09,School of Nursing,School of Nursing
CHE11,Chemistry,College of Arts and Sciences
RIA20,Research Institute on Addictions,Research Center and Institute
RES12,Rehabilitation Sciences,School of Public Health and Health Professions
CSE31,Computer Science and Engineering,School of Engineering and Applied Sciences
ARC04,Architecture,School of Architecture and Planning
GLY12,Geology,College of Arts and Sciences
IE09,Industrial and Systems Engineering,School of Engineering and Applied Sciences
PEI19,Pediatrics,School of Medicine and Biomedical Sciences
CE11,Chemical and Biological Engineering,School of Engineering and Applied Sciences
BIO08,Biological Sciences,College of Arts and Sciences
RIA21,Research Institute on Addictions,Research Center and Institute
CHI07,Psychiatry,School of Medicine and Biomedical Sciences
RIA23,Research Institute on Addictions,Research Center and Institute
MDC14,Medicine,School of Medicine and Biomedical Sciences
ANE04,Anesthesiology,School of Medicine and Biomedical Sciences
MAE17,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CHE20,Chemistry,College of Arts and Sciences
CSEP07,"Counseling, School and Educational Psychology",Graduate School of Education
CSEP06,"Counseling, School and Educational Psychology",Graduate School of Education
ORT02,Orthodontics,School of Dental Medicine
PHY14,Physics,College of Arts and Sciences
SS07,Health Sciences Library,School Service
BIO10,Biological Sciences,College of Arts and Sciences
EE25,Electrical Engineering,School of Engineering and Applied Sciences
URP08,Urban and Regional Planning,School of Architecture and Planning
CHD01,Center for Hearing & Deafness,College of Arts and Sciences
MAE24,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CIE08,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
SCO07,Sociology,College of Arts and Sciences
CHD02,Center for Hearing & Deafness,College of Arts and Sciences
CSEP09,"Counseling, School and Educational Psychology",Graduate School of Education
CIE17,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
PEI20,Pediatrics,School of Medicine and Biomedical Sciences
CAT04,Center for Assistive Technology,School of Public Health and Health Professions
PHI01,Philosophy,College of Arts and Sciences
PSY04,Psychology,College of Arts and Sciences
GYN03,Gynecology & Obstetrics,School of Medicine and Biomedical Sciences
MIM08,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MDC12,Medicine,School of Medicine and Biomedical Sciences
PB11,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BCH11,Biochemistry,School of Medicine and Biomedical Sciences
OPH03,Ophthalmology,School of Medicine and Biomedical Sciences
LPP01,Liberty Partnerships Program,Graduate School of Education
SSW02,School of Social Work,School of Social Work
PHY17,Physics,College of Arts and Sciences
OPH02,Ophthalmology,School of Medicine and Biomedical Sciences
BIO15,Biological Sciences,College of Arts and Sciences
HIS04,History,College of Arts and Sciences
SCO03,Sociology,College of Arts and Sciences
MAE07,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
LAI05,Learning and Instruction,Graduate School of Education
LIN03,Linguistics,College of Arts and Sciences
SCO04,Sociology,College of Arts and Sciences
ELP03,Educational Leadership and Policy,Graduate School of Education
CSE29,Computer Science and Engineering,School of Engineering and Applied Sciences
EE20,Electrical Engineering,School of Engineering and Applied Sciences
GLY10,Geology,College of Arts and Sciences
ECO02,Economics,College of Arts and Sciences
PT03,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
BCH06,Biochemistry,School of Medicine and Biomedical Sciences
EE15,Electrical Engineering,School of Engineering and Applied Sciences
PHY12,Physics,College of Arts and Sciences
PHS07,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PB02,Physiology & Biophysics,School of Medicine and Biomedical Sciences
PB18,Physiology & Biophysics,School of Medicine and Biomedical Sciences
MAE21,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
BCH01,Biochemistry,School of Medicine and Biomedical Sciences
BIO07,Biological Sciences,College of Arts and Sciences
LAW02,Law School,Law School
CHE17,Chemistry,College of Arts and Sciences
PSY08,Psychology,College of Arts and Sciences
EE21,Electrical Engineering,School of Engineering and Applied Sciences
ELP02,Educational Leadership and Policy,Graduate School of Education
PHY10,Physics,College of Arts and Sciences
SSW03,School of Social Work,School of Social Work
PSY09,Psychology,College of Arts and Sciences
BIO12,Biological Sciences,College of Arts and Sciences
APY01,Anthropology,College of Arts and Sciences
CSEP02,"Counseling, School and Educational Psychology",Graduate School of Education
BIO13,Biological Sciences,College of Arts and Sciences
HIS02,History,College of Arts and Sciences
APY05,Anthropology,College of Arts and Sciences
MDC13,Medicine,School of Medicine and Biomedical Sciences
RTD03,Restorative Dentistry,School of Dental Medicine
PHS06,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PT06,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
RTD01,Restorative Dentistry,School of Dental Medicine
SSW10,School of Social Work,School of Social Work
SS08,Office of Vice Provost for International Education,School Service
CIE05,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
NEU15,Neurology,School of Medicine and Biomedical Sciences
GEO07,Geography,College of Arts and Sciences
PEI26,Pediatrics,School of Medicine and Biomedical Sciences
SUR04,Surgery,School of Medicine and Biomedical Sciences
SUR05,Surgery,School of Medicine and Biomedical Sciences
CDS07,Communicative Disorders & Sciences,College of Arts and Sciences
CHI05,Psychiatry,School of Medicine and Biomedical Sciences
SSW01,School of Social Work,School of Social Work
MTH06,Mathematics,College of Arts and Sciences
PEI10,Pediatrics,School of Medicine and Biomedical Sciences
EEH07,Epidemiology and Environmental Health,School of Public Health and Health Professions
PEI16,Pediatrics,School of Medicine and Biomedical Sciences
SS03,University Libraries,School Service
GLY15,Geology,College of Arts and Sciences
MGF01,Finance,School of Management
LIN02,Linguistics,College of Arts and Sciences
GEO02,Geography,College of Arts and Sciences
CDS01,Communicative Disorders & Sciences,College of Arts and Sciences
IE11,Industrial and Systems Engineering,School of Engineering and Applied Sciences
COF01,Communications Officer,School of Architecture and Planning
RLL02,Romance Languages and Literature,College of Arts and Sciences
CE06,Chemical and Biological Engineering,School of Engineering and Applied Sciences
CAT03,Center for Assistive Technology,School of Public Health and Health Professions
PB04,Physiology & Biophysics,School of Medicine and Biomedical Sciences
PEI24,Pediatrics,School of Medicine and Biomedical Sciences
LIN01,Linguistics,College of Arts and Sciences
CIE01,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
PEI22,Pediatrics,School of Medicine and Biomedical Sciences
PEI18,Pediatrics,School of Medicine and Biomedical Sciences
URO01,Urology,School of Medicine and Biomedical Sciences
MTH04,Mathematics,College of Arts and Sciences
CHE09,Chemistry,College of Arts and Sciences
ENS06,Exercise and Nutrition Sciences,School of Public Health and Health Professions
MAE09,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MIM12,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MDC24,Medicine,School of Medicine and Biomedical Sciences
IE03,Industrial and Systems Engineering,School of Engineering and Applied Sciences
GEO06,Geography,College of Arts and Sciences
MTH05,Mathematics,College of Arts and Sciences
ORH02,Orthopaedics,School of Medicine and Biomedical Sciences
PEI08,Pediatrics,School of Medicine and Biomedical Sciences
APY03,Anthropology,College of Arts and Sciences
SCO06,Sociology,College of Arts and Sciences
BCH16,Biochemistry,School of Medicine and Biomedical Sciences
PED04,Periodontics and Endodontics,School of Dental Medicine
MAE05,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
BIO11,Biological Sciences,College of Arts and Sciences
MDC07,Medicine,School of Medicine and Biomedical Sciences
PSY12,Psychology,College of Arts and Sciences
CHE13,Chemistry,College of Arts and Sciences
RLL01,Romance Languages and Literature,College of Arts and Sciences
BCH09,Biochemistry,School of Medicine and Biomedical Sciences
CHE14,Chemistry,College of Arts and Sciences
MIM06,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CHE15,Chemistry,College of Arts and Sciences
CHE04,Chemistry,College of Arts and Sciences
CHE12,Chemistry,College of Arts and Sciences
BIO16,Biological Sciences,College of Arts and Sciences
ARC02,Architecture,School of Architecture and Planning
SSW04,School of Social Work,School of Social Work
PHY13,Physics,College of Arts and Sciences
PHY04,Physics,College of Arts and Sciences
PHY02,Physics,College of Arts and Sciences
PHY01,Physics,College of Arts and Sciences
RIA14,Research Institute on Addictions,Research Center and Institute
ARC05,Architecture,School of Architecture and Planning
MTH01,Mathematics,College of Arts and Sciences
CDS03,Communicative Disorders & Sciences,College of Arts and Sciences
BCLS05,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
GEO10,Geography,College of Arts and Sciences
MTH11,Mathematics,College of Arts and Sciences
ORH06,Orthopaedics,School of Medicine and Biomedical Sciences
NEU14,Neurology,School of Medicine and Biomedical Sciences
TNS01,Transnational Studies,College of Arts and Sciences
HIS03,History,College of Arts and Sciences
OPH05,Ophthalmology,School of Medicine and Biomedical Sciences
LAW04,Law School,Law School
NEU09,Neurology,School of Medicine and Biomedical Sciences
CSE10,Computer Science and Engineering,School of Engineering and Applied Sciences
CIE04,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
CSE21,Computer Science and Engineering,School of Engineering and Applied Sciences
SDDO01,Dean's Office,School of Dental Medicine
OBL01,Oral Biology,School of Dental Medicine
OBL04,Oral Biology,School of Dental Medicine
MDC26,Medicine,School of Medicine and Biomedical Sciences
RTD02,Restorative Dentistry,School of Dental Medicine
OPH04,Ophthalmology,School of Medicine and Biomedical Sciences
CDS05,Communicative Disorders & Sciences,College of Arts and Sciences
NEU12,Neurology,School of Medicine and Biomedical Sciences
PCD01,Pediatric and Community Dentistry,School of Dental Medicine
GLY02,Geology,College of Arts and Sciences
MDC09,Medicine,School of Medicine and Biomedical Sciences
MIM01,Microbiology and Immunology,School of Medicine and Biomedical Sciences
SS04,General Library Access Services,School Service
MDC29,Medicine,School of Medicine and Biomedical Sciences
SCO01,Sociology,College of Arts and Sciences
MDC21,Medicine,School of Medicine and Biomedical Sciences
EOC02,Educational Opportunity Center,Research Center and Institute
BCH07,Biochemistry,School of Medicine and Biomedical Sciences
RES04,Rehabilitation Sciences,School of Public Health and Health Professions
MTH08,Mathematics,College of Arts and Sciences
PB07,Physiology & Biophysics,School of Medicine and Biomedical Sciences
NEU10,Neurology,School of Medicine and Biomedical Sciences
PHA03,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
CIE11,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
LAI02,Learning and Instruction,Graduate School of Education
LAI06,Learning and Instruction,Graduate School of Education
CE08,Chemical and Biological Engineering,School of Engineering and Applied Sciences
BIO02,Biological Sciences,College of Arts and Sciences
EEH09,Epidemiology and Environmental Health,School of Public Health and Health Professions
CE09,Chemical and Biological Engineering,School of Engineering and Applied Sciences
ODS08,Oral Diagnostic Sciences,School of Dental Medicine
MTH07,Mathematics,College of Arts and Sciences
ORH05,Orthopaedics,School of Medicine and Biomedical Sciences
BCH10,Biochemistry,School of Medicine and Biomedical Sciences
CHE19,Chemistry,College of Arts and Sciences
PSC01,Political Science,College of Arts and Sciences
MDC15,Medicine,School of Medicine and Biomedical Sciences
D001,"College of Arts and Sciences, Dean's Office",College of Arts and Sciences
RIA10,Research Institute on Addictions,Research Center and Institute
COF02,Communications Officer,School of Architecture and Planning
DMS02,Media Study,College of Arts and Sciences
PEI29,Pediatrics,School of Medicine and Biomedical Sciences
GLY01,Geology,College of Arts and Sciences
CCR07,Center for Computational Research,Research Center and Institute
ODS11,Oral Diagnostic Sciences,School of Dental Medicine
LAI12,Learning and Instruction,Graduate School of Education
PHS10,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PEI03,Pediatrics,School of Medicine and Biomedical Sciences
RES07,Rehabilitation Sciences,School of Public Health and Health Professions
PEI04,Pediatrics,School of Medicine and Biomedical Sciences
CUS01,Center for Urban Studies,School of Architecture and Planning
PT14,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
MTH02,Mathematics,College of Arts and Sciences
SNG10,School of Nursing,School of Nursing
PT12,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
SSW07,School of Social Work,School of Social Work
SSW06,School of Social Work,School of Social Work
HIS01,History,College of Arts and Sciences
SSW11,School of Social Work,School of Social Work
APY06,Anthropology,College of Arts and Sciences
ENG02,English,College of Arts and Sciences
ENG01,English,College of Arts and Sciences
ENG03,English,College of Arts and Sciences
PHY15,Physics,College of Arts and Sciences
EOC01,Educational Opportunity Center,Research Center and Institute
GLY08,Geology,College of Arts and Sciences
PED01,Periodontics and Endodontics,School of Dental Medicine
CHHB07,Community Health and Health Behavior,School of Public Health and Health Professions
NEU17,Neurology,School of Medicine and Biomedical Sciences
SSW05,School of Social Work,School of Social Work
SS02,University Police,School Service
OBL06,Oral Biology,School of Dental Medicine
PEI11,Pediatrics,School of Medicine and Biomedical Sciences
PT07,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
BCH13,Biochemistry,School of Medicine and Biomedical Sciences
STEP01,Science and Technology Enrichment Program,Graduate School of Education
SNG11,School of Nursing,School of Nursing
CCR05,Center for Computational Research,Research Center and Institute
